Persusive_phase
 Brought about
A cut above
a solution
Above all
According to
Accordingly 
Across from
Adding to 
Additionally 
After all
After that
Agree that
All are
All in all
All the same
All things considered
All this evidence
All this leads to
All this suggests
Alludes to
Along with
Also
Although 
An illustration of
And so
And yet
Another important
Another possibility 
Another reason
another reason why
Another thing
Another way
As a matter of fact
As a result
As already stated
as evidence
as far
As follows
As if
As might be expected
as much as
As opposed to
As soon as
As though
As time passed
as to
As we have seen
As well as
as you can see
At first
At length
At the beginning
At the onset
at times
Based on
Be one of the few
Be sure
Be the first
Beat up
Because of
Because of this
Behind the scenes
Believe that
Besides 
Besides that
Best selling
Better than
Big mouth
Black Market
Bona fide
Booked solid
Building blocks
by and large
By comparison
By contrast
Cancel Anytime
Case study
Caused by
Cheat sheet
Child’s play
Class full
Cloak and dagger
Comparable to
Compared to
Confident that
Consequently
Conversely
Despite 
Different to
Differing from
Do you really think
Don’t miss out
Don’t worry
Due to
During
Equally as important
Equally important
Even better
Even if
Even so
Even though
Eventually
Everybody knows
everyone knows
Example includes
Fed up with
Feel that
Fill in the blanks
Finally 
Find out
First ever
First of all
For all
For all that
for example
for instance
for the reason
For the reason above
For the same reason
For these reasons
For this reason
Freaking out
From now on
from the evidence
From the vault
from this point
Full of shit
Fully refundable
furthermore
Give rise to
Good for
Good looking
Have to
Heaven forbid
Hence
High and mighty
Highly effective
Highly likely
however
If then
If you
Immediately following
In a similar way
In addition
In any case
In any event
In back of
In brief
in comparison
In conclusion
In contrast 
In detail
In effect
in essence
In fact
In front of
In general
In less than
In mind
In my opinion
In order to
In other words
In particular
In place of
in reality
In record time
in short
In spite of
In summary
In support of
In the final analysis
in the first place
in the following 
in the future
In the instance of
In the light of
In the manner
In the past
In the same way
in the world
in the zone
in this case
In this situation
In time
in truth
In view of
Including
Instant Savings
Instead 
Invitation only
Is provided with
it could be said
It is certain
it is clear
It is proven
it is really worth
It seems
It will ruin our quality of life
It’s better than
just as 
Just think about
Keep in mind
Keeping in mind
Kick ass
Knock Out
Know it all
Last chance
Leading to
Leads to
Leave out
Left behind
Likewise
Login required
Look at
Lowest price
Made possible
Marked down
Mean that
Members only
More specifically
Moreover 
Most Important
Most importantly 
namely
Namely
Need to
Nest egg
Never again
Never seen before
Nevertheless 
next
No Good
No nonsense
No obligation
No problem
No Questions Asked
No risk
No strings attached
No sweat
Not only
Nothing to it
nowadays
Of course
Off the record
On account of
On balance
On demand
on the contrary
On the other hand
On the QT
On the whole
On top of
on top of the
One alternative
One important
One reason
Pain in the ass
Pay zero
Pin down
Point out
Points to
Possibly 
Probably should
Provided that
Pursuing this further
put it simply
Quite as evident
rather than
Realize
Regarding
Research has shown
Responsible for
Results in
Result in
Right now
Same as
Sick and tired
Similarly
Since
So that
Some believe
Some people might
soon after
Sources have shown
Speaking for
Speed up
Still
Strongly agree
Strongly believe
Strongly disagree
strongly recommend 
Strongly suggest
Such as
Summing up
Superior to
Suppose to
Surely
That is
That is to say
The best
The fact is
The fact shows
The facts show
The final reason
the first reason
The real truth is
Then again
There is no doubt
There’s more
therefore
Think about
This clearly shows 
This needs to be dealt with
This results in
This will cause
This will mean that
Thus
to be sure
to begin
To begin with
To clarify
To conclude
to demonstrate
To enumerate
To finish
To illustrate
To sum it all up
To sum up
to summarize
to wrap it all up
Try before You Buy
Undoubtedly 
Unheard of
What would happen if
What’s more
Whether or not
While
while this is true
Why not
With all of
With respect to
Without a doubt
Without doubt
Worried about
Worry about
Worthwhile
Would like to
